id	label
EPI_ISL_135040	0
EPI_ISL_243468	0
EPI_ISL_267279	0
EPI_ISL_209380	0
EPI_ISL_309807	0
EPI_ISL_379920	0
EPI_ISL_148241	0
EPI_ISL_133613	0
EPI_ISL_133608	0
EPI_ISL_133652	0
EPI_ISL_133610	0
EPI_ISL_133609	0
EPI_ISL_133646	0
EPI_ISL_133614	0
EPI_ISL_133606	0
EPI_ISL_133611	0
EPI_ISL_133615	0
EPI_ISL_133612	0
EPI_ISL_133607	0
EPI_ISL_158494	0
EPI_ISL_158477	0
EPI_ISL_158473	0
EPI_ISL_158445	0
EPI_ISL_148231	0
EPI_ISL_148232	0
EPI_ISL_135121	0
EPI_ISL_148233	0
EPI_ISL_135127	0
EPI_ISL_135125	0
EPI_ISL_135124	0
EPI_ISL_135126	0
EPI_ISL_189702	0
EPI_ISL_158586	0
EPI_ISL_216383	0
EPI_ISL_216382	0
EPI_ISL_216381	0
EPI_ISL_216380	0
EPI_ISL_216379	0
EPI_ISL_216378	0
EPI_ISL_267284	0
EPI_ISL_216101	0
EPI_ISL_216100	0
EPI_ISL_291187	0
EPI_ISL_397595	0
EPI_ISL_397604	0
EPI_ISL_397591	0
EPI_ISL_397602	0
EPI_ISL_397598	0
EPI_ISL_397593	0
EPI_ISL_397608	0
EPI_ISL_397620	0
EPI_ISL_397601	0
EPI_ISL_243610	0
EPI_ISL_224873	0
EPI_ISL_189488	0
EPI_ISL_189533	0
EPI_ISL_189528	0
EPI_ISL_243387	0
EPI_ISL_243654	0
EPI_ISL_267197	0
EPI_ISL_189708	0
EPI_ISL_292794	0
EPI_ISL_237130	0
EPI_ISL_243537	0
EPI_ISL_237154	0
EPI_ISL_181057	0
EPI_ISL_328519	0
EPI_ISL_258578	0
EPI_ISL_261440	0
EPI_ISL_261438	0
EPI_ISL_261430	0
EPI_ISL_261424	0
EPI_ISL_261419	0
EPI_ISL_278192	0
EPI_ISL_261428	0
EPI_ISL_267256	0
EPI_ISL_215542	0
EPI_ISL_329034	0
EPI_ISL_267317	0
EPI_ISL_215538	0
EPI_ISL_222147	0
EPI_ISL_258633	0
EPI_ISL_222153	0
EPI_ISL_222152	0
EPI_ISL_222158	0
EPI_ISL_215565	0
EPI_ISL_222159	0
EPI_ISL_215557	0
EPI_ISL_215552	0
EPI_ISL_222161	0
EPI_ISL_205136	0
EPI_ISL_205135	0
EPI_ISL_212391	0
EPI_ISL_212381	0
EPI_ISL_212379	0
EPI_ISL_257730	0
EPI_ISL_256316	0
EPI_ISL_266415	0
EPI_ISL_266413	0
EPI_ISL_266409	0
EPI_ISL_266407	0
EPI_ISL_266414	0
EPI_ISL_212413	0
EPI_ISL_212412	0
EPI_ISL_199320	0
EPI_ISL_302764	0
EPI_ISL_302763	0
EPI_ISL_302762	0
EPI_ISL_302761	0
EPI_ISL_302730	0
EPI_ISL_302726	0
EPI_ISL_302724	0
EPI_ISL_302723	0
EPI_ISL_302721	0
EPI_ISL_302718	0
EPI_ISL_302713	0
EPI_ISL_302712	0
EPI_ISL_302711	0
EPI_ISL_294954	0
EPI_ISL_212417	0
EPI_ISL_212416	0
EPI_ISL_212415	0
EPI_ISL_199316	0
EPI_ISL_302722	0
EPI_ISL_302709	0
EPI_ISL_328511	0
EPI_ISL_302809	0
EPI_ISL_302808	0
EPI_ISL_302802	0
EPI_ISL_302774	0
EPI_ISL_302773	0
EPI_ISL_302772	0
EPI_ISL_397723	0
EPI_ISL_397722	0
EPI_ISL_328509	0
EPI_ISL_281296	0
EPI_ISL_273557	0
EPI_ISL_328501	0
EPI_ISL_372109	0
EPI_ISL_372093	0
EPI_ISL_281301	0
EPI_ISL_281298	0
EPI_ISL_281297	0
EPI_ISL_397728	0
EPI_ISL_397730	0
EPI_ISL_372100	0
EPI_ISL_281295	0
EPI_ISL_397733	0
EPI_ISL_397737	0
EPI_ISL_397734	0
EPI_ISL_328504	0
EPI_ISL_397742	0
EPI_ISL_397748	0
EPI_ISL_397743	0
EPI_ISL_328505	0
EPI_ISL_254861	0
EPI_ISL_256342	0
EPI_ISL_261422	0
EPI_ISL_273612	0
EPI_ISL_245536	0
EPI_ISL_273571	0
EPI_ISL_273525	0
EPI_ISL_278196	0
EPI_ISL_278190	0
EPI_ISL_256466	0
EPI_ISL_245523	0
EPI_ISL_278189	0
EPI_ISL_256474	0
EPI_ISL_256343	0
EPI_ISL_254832	0
EPI_ISL_209129	0
EPI_ISL_368642	0
EPI_ISL_256469	0
EPI_ISL_328514	0
EPI_ISL_328520	0
EPI_ISL_328515	0
EPI_ISL_328517	0
EPI_ISL_328516	0
EPI_ISL_245545	0
EPI_ISL_328521	0
EPI_ISL_502654	0
EPI_ISL_257113	0
EPI_ISL_257111	0
EPI_ISL_257110	0
EPI_ISL_254854	0
EPI_ISL_397817	0
EPI_ISL_254839	0
EPI_ISL_397801	0
EPI_ISL_328518	0
EPI_ISL_217481	0
EPI_ISL_237151	0
EPI_ISL_328447	0
EPI_ISL_302821	0
EPI_ISL_302816	0
EPI_ISL_302813	0
EPI_ISL_302810	0
EPI_ISL_217878	0
EPI_ISL_217876	0
EPI_ISL_237167	0
EPI_ISL_237158	0
EPI_ISL_327596	0
EPI_ISL_328431	0
EPI_ISL_328432	0
EPI_ISL_225464	0
EPI_ISL_225466	0
EPI_ISL_225465	0
EPI_ISL_240675	0
EPI_ISL_240676	0
EPI_ISL_225468	0
EPI_ISL_225467	0
EPI_ISL_697578	0
EPI_ISL_326969	0
EPI_ISL_328430	0
EPI_ISL_273595	0
EPI_ISL_273395	0
EPI_ISL_273541	0
EPI_ISL_273536	0
EPI_ISL_399465	0
EPI_ISL_399464	0
EPI_ISL_250237	0
EPI_ISL_250235	0
EPI_ISL_250236	0
EPI_ISL_294180	0
EPI_ISL_294041	0
EPI_ISL_279041	0
EPI_ISL_294011	0
EPI_ISL_294004	0
EPI_ISL_378291	0
EPI_ISL_240620	0
EPI_ISL_240603	0
EPI_ISL_294043	0
EPI_ISL_502658	0
EPI_ISL_502657	0
EPI_ISL_294067	0
EPI_ISL_294073	0
EPI_ISL_294161	0
EPI_ISL_376293	0
EPI_ISL_376244	0
EPI_ISL_376348	0
EPI_ISL_376345	0
EPI_ISL_381378	0
EPI_ISL_381370	0
EPI_ISL_327380	0
EPI_ISL_327366	0
EPI_ISL_381395	0
EPI_ISL_381413	0
EPI_ISL_381402	0
EPI_ISL_327391	0
EPI_ISL_376266	0
EPI_ISL_376340	0
EPI_ISL_376323	0
EPI_ISL_376357	0
EPI_ISL_376241	0
EPI_ISL_376216	0
EPI_ISL_376316	0
EPI_ISL_376221	0
EPI_ISL_376262	0
EPI_ISL_376237	0
EPI_ISL_502736	0
EPI_ISL_378276	0
EPI_ISL_337394	0
EPI_ISL_339039	0
EPI_ISL_14769879	0
EPI_ISL_697575	0
EPI_ISL_505966	0
EPI_ISL_697577	0
EPI_ISL_815400	0
EPI_ISL_393449	0
EPI_ISL_502605	0
EPI_ISL_4071025	0
EPI_ISL_4071026	0
EPI_ISL_701617	0
EPI_ISL_4071028	0
EPI_ISL_4071300	0
EPI_ISL_4071301	0
EPI_ISL_503783	0
EPI_ISL_503781	0
EPI_ISL_503780	0
EPI_ISL_14768772	0
EPI_ISL_501843	0
EPI_ISL_501835	0
EPI_ISL_501825	0
EPI_ISL_403715	0
EPI_ISL_400286	0
EPI_ISL_697687	0
EPI_ISL_697686	0
EPI_ISL_499244	0
EPI_ISL_14766979	0
EPI_ISL_1184524	0
EPI_ISL_7623079	0
EPI_ISL_7623045	0
EPI_ISL_1184531	0
EPI_ISL_14767423	0
EPI_ISL_1241002	0
EPI_ISL_66109	1
EPI_ISL_29645	1
EPI_ISL_69822	1
EPI_ISL_69816	1
EPI_ISL_90462	1
EPI_ISL_66102	1
EPI_ISL_69301	1
EPI_ISL_87684	1
EPI_ISL_143166	1
EPI_ISL_143163	1
EPI_ISL_143162	1
EPI_ISL_143161	1
EPI_ISL_143160	1
EPI_ISL_143159	1
EPI_ISL_143157	1
EPI_ISL_143156	1
EPI_ISL_147183	1
EPI_ISL_147180	1
EPI_ISL_147179	1
EPI_ISL_147176	1
EPI_ISL_147175	1
EPI_ISL_147174	1
EPI_ISL_147173	1
EPI_ISL_147194	1
EPI_ISL_69248	1
EPI_ISL_69300	1
EPI_ISL_69267	1
EPI_ISL_69268	1
EPI_ISL_143169	1
EPI_ISL_66092	1
EPI_ISL_143168	1
EPI_ISL_69245	1
EPI_ISL_69277	1
EPI_ISL_69244	1
EPI_ISL_69777	1
EPI_ISL_69288	1
EPI_ISL_66093	1
EPI_ISL_147189	1
EPI_ISL_5169	1
EPI_ISL_147188	1
EPI_ISL_88970	1
EPI_ISL_84890	1
EPI_ISL_84909	1
EPI_ISL_6853	1
EPI_ISL_69304	1
EPI_ISL_66099	1
EPI_ISL_7048	1
EPI_ISL_147187	1
EPI_ISL_84910	1
EPI_ISL_7093	1
EPI_ISL_7084	1
EPI_ISL_7072	1
EPI_ISL_7063	1
EPI_ISL_66101	1
EPI_ISL_6974	1
EPI_ISL_143167	1
EPI_ISL_84886	1
EPI_ISL_130407	1
EPI_ISL_66094	1
EPI_ISL_143164	1
EPI_ISL_69297	1
EPI_ISL_7755	1
EPI_ISL_30166	1
EPI_ISL_147169	1
EPI_ISL_147168	1
EPI_ISL_6915	1
EPI_ISL_5135	1
EPI_ISL_5134	1
EPI_ISL_5373	1
EPI_ISL_5326	1
EPI_ISL_5325	1
EPI_ISL_5324	1
EPI_ISL_5323	1
EPI_ISL_5322	1
EPI_ISL_7060	1
EPI_ISL_7050	1
EPI_ISL_6870	1
EPI_ISL_6869	1
EPI_ISL_6855	1
EPI_ISL_6454	1
EPI_ISL_8078	1
EPI_ISL_7073	1
EPI_ISL_6833	1
EPI_ISL_7789	1
EPI_ISL_6902	1
EPI_ISL_5327	1
EPI_ISL_6871	1
EPI_ISL_6972	1
EPI_ISL_6973	1
EPI_ISL_5261	1
EPI_ISL_5170	1
EPI_ISL_14284855	1
EPI_ISL_125876	1
EPI_ISL_2451	1
EPI_ISL_6872	1
EPI_ISL_6154	1
EPI_ISL_5693	1
EPI_ISL_5620	1
EPI_ISL_5569	1
EPI_ISL_5568	1
EPI_ISL_5513	1
EPI_ISL_5375	1
EPI_ISL_5374	1
EPI_ISL_5336	1
EPI_ISL_5335	1
EPI_ISL_5334	1
EPI_ISL_5333	1
EPI_ISL_5332	1
EPI_ISL_5331	1
EPI_ISL_5330	1
EPI_ISL_5329	1
EPI_ISL_5328	1
EPI_ISL_6878	1
EPI_ISL_6836	1
EPI_ISL_6835	1
EPI_ISL_6787	1
EPI_ISL_6786	1
EPI_ISL_6785	1
EPI_ISL_6773	1
EPI_ISL_6772	1
EPI_ISL_6771	1
EPI_ISL_6770	1
EPI_ISL_6769	1
EPI_ISL_6768	1
EPI_ISL_6767	1
EPI_ISL_6766	1
EPI_ISL_6517	1
EPI_ISL_6516	1
EPI_ISL_6463	1
EPI_ISL_6462	1
EPI_ISL_6461	1
EPI_ISL_6440	1
EPI_ISL_6439	1
EPI_ISL_6438	1
EPI_ISL_6437	1
EPI_ISL_6436	1
EPI_ISL_6435	1
EPI_ISL_6434	1
EPI_ISL_6433	1
EPI_ISL_7929	1
EPI_ISL_14284840	1
EPI_ISL_6906	1
EPI_ISL_7051	1
EPI_ISL_173282	1
EPI_ISL_14284885	1
EPI_ISL_123155	1
EPI_ISL_6905	1
EPI_ISL_10251	1
EPI_ISL_7052	1
EPI_ISL_6914	1
EPI_ISL_6774	1
EPI_ISL_68916	1
EPI_ISL_7081	1
EPI_ISL_6838	1
EPI_ISL_6837	1
EPI_ISL_7526	1
EPI_ISL_27634	1
EPI_ISL_27596	1
EPI_ISL_83213	1
EPI_ISL_30057	1
EPI_ISL_147193	1
EPI_ISL_173276	1
EPI_ISL_83212	1
EPI_ISL_83209	1
EPI_ISL_173283	1
EPI_ISL_22625	1
EPI_ISL_123174	1
EPI_ISL_279682	1
EPI_ISL_2081	1
EPI_ISL_6155	1
EPI_ISL_14284795	1
EPI_ISL_83210	1
EPI_ISL_5621	1
EPI_ISL_5276	1
EPI_ISL_5283	1
EPI_ISL_5308	1
EPI_ISL_5279	1
EPI_ISL_5318	1
EPI_ISL_5434	1
EPI_ISL_5317	1
EPI_ISL_5278	1
EPI_ISL_5618	1
EPI_ISL_5371	1
EPI_ISL_5370	1
EPI_ISL_5315	1
EPI_ISL_5277	1
EPI_ISL_5567	1
EPI_ISL_6404	1
EPI_ISL_5692	1
EPI_ISL_27598	1
EPI_ISL_5281	1
EPI_ISL_5566	1
EPI_ISL_5282	1
EPI_ISL_5565	1
EPI_ISL_503069	1
EPI_ISL_6244	1
EPI_ISL_6243	1
EPI_ISL_6242	1
EPI_ISL_6241	1
EPI_ISL_6220	1
EPI_ISL_5690	1
EPI_ISL_5689	1
EPI_ISL_5688	1
EPI_ISL_5687	1
EPI_ISL_5686	1
EPI_ISL_5685	1
EPI_ISL_6410	1
EPI_ISL_6409	1
EPI_ISL_123175	1
EPI_ISL_10111	1
EPI_ISL_6969	1
EPI_ISL_6879	1
EPI_ISL_6844	1
EPI_ISL_6841	1
EPI_ISL_6840	1
EPI_ISL_6839	1
EPI_ISL_6778	1
EPI_ISL_6777	1
EPI_ISL_6776	1
EPI_ISL_6775	1
EPI_ISL_5320	1
EPI_ISL_5319	1
EPI_ISL_5619	1
EPI_ISL_5433	1
EPI_ISL_123176	1
EPI_ISL_1928	1
EPI_ISL_120416	1
EPI_ISL_120415	1
EPI_ISL_120419	1
EPI_ISL_120420	1
EPI_ISL_120418	1
EPI_ISL_120421	1
EPI_ISL_123179	1
EPI_ISL_120422	1
EPI_ISL_6364	1
EPI_ISL_6424	1
EPI_ISL_123154	1
EPI_ISL_147184	1
EPI_ISL_30215	1
EPI_ISL_6511	1
EPI_ISL_6509	1
EPI_ISL_6456	1
EPI_ISL_6428	1
EPI_ISL_6427	1
EPI_ISL_6411	1
EPI_ISL_6375	1
EPI_ISL_6374	1
EPI_ISL_6367	1
EPI_ISL_6354	1
EPI_ISL_6245	1
EPI_ISL_7054	1
EPI_ISL_6753	1
EPI_ISL_123182	1
EPI_ISL_123184	1
EPI_ISL_503111	1
EPI_ISL_503098	1
EPI_ISL_503095	1
EPI_ISL_503094	1
EPI_ISL_503082	1
EPI_ISL_503065	1
EPI_ISL_503064	1
EPI_ISL_503060	1
EPI_ISL_388057	1
EPI_ISL_7047	1
EPI_ISL_5048	1
EPI_ISL_7039	1
EPI_ISL_5188	1
EPI_ISL_5340	1
EPI_ISL_5230	1
EPI_ISL_6909	1
EPI_ISL_5189	1
EPI_ISL_5121	1
EPI_ISL_5533	1
EPI_ISL_5159	1
EPI_ISL_5117	1
EPI_ISL_7100	1
EPI_ISL_5228	1
EPI_ISL_5197	1
EPI_ISL_5115	1
EPI_ISL_5534	1
EPI_ISL_7102	1
EPI_ISL_5196	1
EPI_ISL_6238	1
EPI_ISL_7101	1
EPI_ISL_7540	1
EPI_ISL_7757	1
EPI_ISL_7143	1
EPI_ISL_7142	1
EPI_ISL_5108	1
EPI_ISL_6405	1
EPI_ISL_7277	1
EPI_ISL_5588	1
EPI_ISL_7541	1
EPI_ISL_7278	1
EPI_ISL_15607	1
EPI_ISL_123186	1
EPI_ISL_6867	1
EPI_ISL_6866	1
EPI_ISL_6845	1
EPI_ISL_106472	1
EPI_ISL_106471	1
EPI_ISL_8181	1
EPI_ISL_9213	1
EPI_ISL_5355	1
EPI_ISL_5356	1
EPI_ISL_5358	1
EPI_ISL_5360	1
EPI_ISL_6783	1
EPI_ISL_5362	1
EPI_ISL_6881	1
EPI_ISL_5311	1
EPI_ISL_5201	1
EPI_ISL_5312	1
EPI_ISL_5496	1
EPI_ISL_6851	1
EPI_ISL_5266	1
EPI_ISL_5242	1
EPI_ISL_7148	1
EPI_ISL_5313	1
EPI_ISL_5285	1
EPI_ISL_5250	1
EPI_ISL_6882	1
EPI_ISL_5349	1
EPI_ISL_5272	1
EPI_ISL_5274	1
EPI_ISL_5253	1
EPI_ISL_7149	1
EPI_ISL_5256	1
EPI_ISL_5255	1
EPI_ISL_5214	1
EPI_ISL_6898	1
EPI_ISL_6899	1
EPI_ISL_123188	1
EPI_ISL_87723	1
EPI_ISL_30217	1
EPI_ISL_30207	1
EPI_ISL_6846	1
EPI_ISL_117100	1
EPI_ISL_117099	1
EPI_ISL_116067	1
EPI_ISL_106498	1
EPI_ISL_8269	1
EPI_ISL_8645	1
EPI_ISL_9259	1
EPI_ISL_8270	1
EPI_ISL_8693	1
EPI_ISL_8594	1
EPI_ISL_9058	1
EPI_ISL_106563	1
EPI_ISL_8262	1
EPI_ISL_8655	1
EPI_ISL_9027	1
EPI_ISL_8695	1
EPI_ISL_8971	1
EPI_ISL_8272	1
EPI_ISL_8999	1
EPI_ISL_8654	1
EPI_ISL_8606	1
EPI_ISL_8251	1
EPI_ISL_106578	1
EPI_ISL_120423	1
EPI_ISL_120424	1
EPI_ISL_106579	1
EPI_ISL_106499	1
EPI_ISL_106598	1
EPI_ISL_120425	1
EPI_ISL_106500	1
EPI_ISL_106501	1
EPI_ISL_106599	1
EPI_ISL_106518	1
EPI_ISL_106519	1
EPI_ISL_106616	1
EPI_ISL_106600	1
EPI_ISL_106561	1
EPI_ISL_106562	1
EPI_ISL_123192	1
EPI_ISL_15604	1
EPI_ISL_9127	1
EPI_ISL_120426	1
EPI_ISL_6371	1
EPI_ISL_6370	1
EPI_ISL_6369	1
EPI_ISL_6368	1
EPI_ISL_15603	1
EPI_ISL_64678	1
EPI_ISL_93595	1
EPI_ISL_93594	1
EPI_ISL_117814	1
EPI_ISL_7154	1
EPI_ISL_120427	1
EPI_ISL_6448	1
EPI_ISL_6868	1
EPI_ISL_120428	1
EPI_ISL_6859	1
EPI_ISL_6341	1
EPI_ISL_5709	1
EPI_ISL_5654	1
EPI_ISL_120429	1
EPI_ISL_120430	1
EPI_ISL_93576	1
EPI_ISL_15602	1
EPI_ISL_25031	1
EPI_ISL_12841	1
EPI_ISL_12839	1
EPI_ISL_12838	1
EPI_ISL_12836	1
EPI_ISL_12835	1
EPI_ISL_99209	1
EPI_ISL_93592	1
EPI_ISL_93591	1
EPI_ISL_93579	1
EPI_ISL_106638	1
EPI_ISL_25710	1
EPI_ISL_25708	1
EPI_ISL_25712	1
EPI_ISL_6455	1
EPI_ISL_25707	1
EPI_ISL_116062	1
EPI_ISL_120431	1
EPI_ISL_116063	1
EPI_ISL_93580	1
EPI_ISL_116064	1
EPI_ISL_106639	1
EPI_ISL_93600	1
EPI_ISL_93597	1
EPI_ISL_120432	1
EPI_ISL_106669	1
EPI_ISL_106670	1
EPI_ISL_106640	1
EPI_ISL_120433	1
EPI_ISL_29642	1
EPI_ISL_120434	1
EPI_ISL_8012	1
EPI_ISL_7881	1
EPI_ISL_7558	1
EPI_ISL_7556	1
EPI_ISL_7972	1
EPI_ISL_7557	1
EPI_ISL_78574	1
EPI_ISL_78572	1
EPI_ISL_78571	1
EPI_ISL_78570	1
EPI_ISL_78569	1
EPI_ISL_78568	1
EPI_ISL_78567	1
EPI_ISL_78566	1
EPI_ISL_78565	1
EPI_ISL_78564	1
EPI_ISL_78563	1
EPI_ISL_78562	1
EPI_ISL_7560	1
EPI_ISL_120435	1
EPI_ISL_7559	1
EPI_ISL_7824	1
EPI_ISL_7575	1
EPI_ISL_8027	1
EPI_ISL_7890	1
EPI_ISL_7819	1
EPI_ISL_7765	1
EPI_ISL_7627	1
EPI_ISL_7964	1
EPI_ISL_7963	1
EPI_ISL_7823	1
EPI_ISL_7644	1
EPI_ISL_8023	1
EPI_ISL_7825	1
EPI_ISL_7616	1
EPI_ISL_7591	1
EPI_ISL_7992	1
EPI_ISL_7959	1
EPI_ISL_7888	1
EPI_ISL_7875	1
EPI_ISL_7830	1
EPI_ISL_7803	1
EPI_ISL_7630	1
EPI_ISL_7629	1
EPI_ISL_7567	1
